ID,Timesamp,Conen
1178107376693583872,2019-09-29 00:41:01,"RT @anna_bah: If you do one hing oday, wach his. People ae going bankup all ove his couny fo ying o help hei loved ones s¶"
1178105414774382598,2019-09-29 00:33:13,"We'e going o defea Donald Tump, o Mike Pence, o whomeve else he Republicans pu up.
Bu we need you help o win. Chip in now: hps://.co/NiKvZV33c hps://.co/EvpzODbz0"
1178084354620346370,2019-09-28 23:09:32,RT @biebiejoy: Incedible. Mus wach. hps://.co/QpLlJYenax
1178080393037258753,2019-09-28 22:53:48,"Ö 1 million gassoos donos
Ö Moe conibuions han Tump
Ö Zeo billionaies
Tha's wha's poweing his campaign. We'e going o ake on he billionaie class and build a couny ha woks fo all. Chip in befoe ou huge deadline Monday nigh: hps://.co/x0zDgJLbz"
1178076941376770048,2019-09-28 22:40:05,RT @amandaviam: Ediing his video had me on he vege of eas. We ae leing ou fellow ciizens endue unnecessay pain jus so heal¶
1178068885402214400,2019-09-28 22:08:04,RT @shanag888: 3 ys ago I susained a bain injuy. The only eason Im able o ype his message oday is because my family has healh in¶
1178068841886289920,2019-09-28 22:07:54,"RT @jmillelewis: ""Thee's no way ou fo us, I mean, ohe han you Benie. You'e he hope ha we have."" hps://.co/UB4L0XcZkx"
1178053306188480512,2019-09-28 21:06:10,"RT @YongJungC: Benies consisency is why I us him. 
Hes always fough agains he insuance companies and fo #MedicaeFoAll
Hell¶"
1178052092767997952,2019-09-28 21:01:20,"Please chip in o help us each 25,000 donaions befoe midnigh onigh. We'e geing close, bu we'e no hee ye. And hiing his mak will keep us on ack o each ou fundaising goal ahead of Monday's ciical deadline. hps://.co/zQycsslZ"
1178050261371293696,2019-09-28 20:54:04,"RT @he_vello: These soies ae heabeaking. 
We have he powe o pu an end o he suffeing. 
We have he powe o ake he pofi¶"
1178050093817192451,2019-09-28 20:53:24,RT @danielalapidous: This mans wife didn ell him she had eminal cance il 5 days befoe she died because she was scaed of seeking ¶
1178047244030943234,2019-09-28 20:42:04,RT @MeeMichael_: You need o wach his. hps://.co/GMoF60FfK6
1178046884172226560,2019-09-28 20:40:38,RT @AlexSJacquez: Please ake five minues and wach his video. This is why we do i. This is why we figh fo Medicae fo All. This is w¶
1178044667826491392,2019-09-28 20:31:50,RT @_waleedshahid: This is a poweful video on ou naion's enduing healh cae cisis. hps://.co/fwklxoFbGa
1178036729510600705,2019-09-28 20:00:17,RT @yleevansokay: Ove half a million Ameicans go bankup evey single yea due o medical bills. 40 million can' affod o see a doc¶
1178036650955481088,2019-09-28 19:59:59,"RT @cascamike: hees no way ou fo us ì ohe han you, benie.  hps://.co/kmBEJx49L"
1178027290321735682,2019-09-28 19:22:47,"I don' undesand how poliicians can hea soies like hese and no hink ou healh cae sysem is babaic.
Ou people deseve bee.
We ae going o pass Medicae fo All. We ae going o eliminae medical deb. hps://.co/gwGb41h0YE"
1177983807833739264,2019-09-28 16:30:00,"Taxing he exeme wealh of he op 0.1% is no adical.
Wha's adical is ha he Walon family makes $25,000 a minue while hei wokes a Walma ae paid povey wages."
1177973741038505984,2019-09-28 15:50:00,I doub ha Tump knows wha he Consiuion of he Unied Saes is abou. hps://.co/c5ijZHoTqZ
1177964204298575872,2019-09-28 15:12:06,"Tump wans o divide us up, because ha's he only way he can win. We ejec ha. We ae abou binging people ogehe and shaing in a common humaniy.
hps://.co/MInQPgcyAq"
1177948237069787137,2019-09-28 14:08:39,Hee's a pey easonable idea: geing an educaion shouldn' mean ha you'e in deb fo he es of you life.
1177685965290254337,2019-09-27 20:46:29,"Anyone aacking Medicae fo All needs o explain why we should mainain a sysem in which he aveage pemium wokes pay fo family coveage has inceased 71% in 10 yeas.
I efuse o accep a healh cae sysem ha makes healh cae CEOs ich and bankups woking families."
1177680515832438789,2019-09-27 20:24:49,"RT @Cosmopolian: @BenieSandes @Jessica_Pels @SenSandes Fo he full ineview wih Senao @BenieSandes, including his viewpoins on¶"
1177666442835189760,2019-09-27 19:28:54,"Is game ime, and we need you o help us knock ou end-of-quae goal ou of he pak by Monday nigh. Chip in $27, o whaeve you can, o help us ge hee: hps://.co/illvB1iB2 hps://.co/zwVBu8aAWW"
1177660502803189765,2019-09-27 19:05:18,"RT @CTULocal1: We ae in good hands. We figh, ogehe, and we win, ogehe! @BenieSandes #sandwihCTU #faiconacnow #whenwefighwe¶"
1177656620999946242,2019-09-27 18:49:52,Hee's a easonable idea: No one should go bankup because hey go sick.
1177628086948581376,2019-09-27 16:56:29,"RT @Residene: En casa eniendo una buena convesaci√≥n con @BenieSandes / Having a good convesaion wih @BenieSandes a home.
hps:/¶"
1177619956432801792,2019-09-27 16:24:11,"Pueo Rico is downing in deb.
We ae dealing wih widespead coupion.
We'e going o bing millions of people ino he poliical pocess o solve he enomous issues we face. I'm glad @Residene is wih us. hps://.co/L7pHMZmTZp"
1177607578571853825,2019-09-27 15:35:00,"The Ameican people ae eady fo a govenmen ha woks fo hem, no he poweful special ineess who can affod o buy off poliicians. We can' be bough, and we'e going o win because we have he people.
hps://.co/QOKCuQud9y"
1177595360103096320,2019-09-27 14:46:27,"Donald Tump is a spoiled ba. 
He gew up as a vey ich kid. And now he hinks he can do anyhing he wans. 
Mos people wok had, hey ell he uh, hey pay hei axes. Tump does he opposie."
1177586932940976129,2019-09-27 14:12:57,"When we sand ogehe, when we oganize, when we do no back down, we win. I'm poud o suppo @CTULocal1 eaches in hei figh fo he schools ou kids deseve. hps://.co/I3asZJ2xG"
1177416318116450305,2019-09-27 02:55:00,"We incaceae 2.2 million peopleîmoe han any couny on Eah.
People leaving pisons and jails hen face enomous baies o a sable life.
We mus move away fom a sysem simply based on punishmen and owad ehabiliaion. hps://.co/kSaOND8ZD"
1177406081678630912,2019-09-27 02:14:19,"I don' accep a sysem whee billionaies ge ax beaks while eaches go hungy. We'e going o inves in educaion and pay eaches a leas $60,000 a yea. hps://.co/CgSWMsTEv"
1177396890507390977,2019-09-27 01:37:48,"RT @RobeJPees: We had a pofound convesaion on Ciminal Jusice Refom wih @BenieSandes Poliical Dieco @Analilia_Mejia, @Shao¶"
1177379024160641024,2019-09-27 00:26:48,RT @colbelaeshow: TONIGHT: Pesidenial candidae Senao @BenieSandes is hee! Then a musical pefomance fom @blkfoowhfoo! #LSSC¶
1177351287450550272,2019-09-26 22:36:35,I was poud o sand ogehe wih he membes of @SEIU73 his week. Pak wokes deseve a fai conac î no a doubling of hei ou of pocke healh insuance coss. @PakWokesRise hps://.co/5VyzX7ES3j
1177343085937737728,2019-09-26 22:04:00,"Unlike Donald Tump I do no believe he childen of Ameica should go hungy. We'e going o guaanee univesal, fee school meals o kids yea-ound. hps://.co/R9KCYlEO8"
1177328207965671424,2019-09-26 21:04:53,Tump descibed he whisleblowe as easonous. I hink easonous aciviy is a pesiden ying o undemine he Consiuion of he Unied Saes. hps://.co/YDq4sk6s5
1177315654904377344,2019-09-26 20:15:00,Thee is nohing he copoae elie of his couny feas moe han a song union movemen. Tha's why we ae hei wos nighmae.
1177307292053757953,2019-09-26 19:41:46,"Fo 50 yeas, @NARAL has defended he fundamenal igh of women o conol hei own bodies. I'm poud o sand wih hem in fighing o poec and expand access o aboion and all epoducive healh cae. #NARAL50"
1177295522232774656,2019-09-26 18:55:00,Geing an educaion isn' a cime. We need o cancel evey penny of suden deb.
1177285981961097216,2019-09-26 18:17:05,"GM showed why we need Medicae fo All. You healh cae should neve be in he hands of geedy copoaions who can ake i away o punish wokes. We will guaanee healh cae fo all wih no co-pays, pemiums, o deducibles. hps://.co/4Xjo00naOJ"
1177274002127097867,2019-09-26 17:29:29,"Union wokes ean 22% moe, on aveage, han non-union wokes. I hink ha explains a lo abou why geedy copoaions y o bus unions."
1177261588811788289,2019-09-26 16:40:09,"Fo oo long, New Yok has had one of he wos baies o pimay voe egisaion, which I have long sough o ecify. Thank you @NYGovCuomo and sae legislaos fo aking his essenial sep fowad, and o gassoos goups in he sae who fough fo eal change. hps://.co/DFi7Wymppy"
1177246700546797568,2019-09-26 15:41:00,"This campaign is no jus abou me. I's abou he millions of people suggling o suvive wihin a sysem ha is igged in favo of he ich and poweful. Thei soies deseve o be head.
hps://.co/wB5BeNP5nF"
1177236842325925888,2019-09-26 15:01:49,Sanding wih wokes on picke lines is somehing I've done my enie life î ha's wha I do and wha I believe. I was poud o sand wih siking @UAW Geneal Moos wokes in Michigan. We'e going o win he figh agains copoae geed. hps://.co/qG7v5bWl6
1177228428472401921,2019-09-26 14:28:23,"This is only he ip of an icebeg of coup, illegal and immoal behavio by Tump. The House mus hooughly invesigae Tump's cove-up of his call and his ohe aemps o use govenmen esouces o help his e-elecion. The public deseves full anspaency. hps://.co/ckKLUsiAGb"
1177036312332906497,2019-09-26 01:44:59,"The CEO of Geneal Moos makes $21 million a yea.
GM can damn well affod o pay is wokes a decen wage. hps://.co/PfxQwoVgIs"
1177016936388890627,2019-09-26 00:28:00,We will no demonize immigans like Tump. We will ea hem wih digniy. hps://.co/jB7ua9F2AN
1177002592204939265,2019-09-25 23:31:00,"The climae cisis is no only he single geaes challenge facing ou couny. I is also ou single geaes oppouniy o build a moe jus and equiable fuue, Bu we mus ac immediaely. hps://.co/aK0JMZBqu"
1176963606543552513,2019-09-25 20:56:05,"Reading he anscip of Tumps call wih he Ukainian pesiden confims ha Tump is abusing he powes of he fedeal govenmen o help his e-elecion campaign.
Tumps coupion and self-dealing is limiless. The House is igh o begin impeachmen poceedings."
1176951927453683714,2019-09-25 20:09:40,Make he wealhy pay hei fai shae.
1176940689470427136,2019-09-25 19:25:01,"If Ameican Ailines can spend $15 billion on sock buybacks, i damn well has enough money o pay is union wokes a decen wage wih good benefis. And unde no cicumsances should i eve ousouce jobs o low-wage counies wih a ack ecod of safey violaions. hps://.co/MDWXGxheiO"
1176934894536155136,2019-09-25 19:01:59,We will no longe oleae eaches all ove Ameica having o wok wo o hee jobs o ge by. I was poud o sand las nigh wih @CTULocal1 and @SEIU73. We'e going o win and give eaches he life hey deseve. hps://.co/xZokYTJQMg
1176915518290182146,2019-09-25 17:45:00,We ae going o end homelessness and build millions of new affodable housing unis î paid fo wih a ax on he billionaie class. hps://.co/e489hW8kIi
1176900419290828800,2019-09-25 16:45:00,"How o no ge a fedeal conac in a Sandes adminisaion:
-Pay wokes povey wages
-Ousouce jobs
-Engage in union busing
-Deny good benefis
-Pay CEOs ouageous compensaion"
1176889346349092864,2019-09-25 16:01:00,"Remembe when Tump shu down he govenmen?
800,000 fedeal wokes do, because hey missed hei paychecks o woked wihou pay fo ove a monh.
Fedeal wokes mus be guaaneed he same labo ighs as pivae seco wokes, including he igh o sike."
1176882018380070912,2019-09-25 15:31:53,Donald Tump is he mos coup pesiden in he moden hisoy of his couny.
1176877337444540418,2019-09-25 15:13:17,RT @BNeidhad: On he UAW picke line wih @BenieSandes demanding GM ea hei wokes wih espec hps://.co/QgoIPksinj
1176875250774134784,2019-09-25 15:04:59,"RT @adamkelsey: Sandes is speaking now: If Geneal Moos hinks, afe eaing hei wokes like cap, heye going o go o Washing¶"
1176875164136562688,2019-09-25 15:04:39,RT @PolaBae: .@BenieSandes hanks siking @UAW wokes fo sanding up o copoae geed. Ameicans ae ied of woking in fac¶
1176872736662024192,2019-09-25 14:55:00,"I'm poud o be he mos po-woke membe of Congess and o have sood wih unions my enie life. Togehe, we ae going o double union membeship duing my fis em in office and ebuild he middle class.
hps://.co/MZjyiw6S61"
1176862978190336000,2019-09-25 14:16:13,RT @IASaingLine: New fom @paynad: @BenieSandes olls ou lis of pogessive leade endosemens fom all 99 Iowa counies - impo¶
1176859147377115137,2019-09-25 14:01:00,"No only ae we going o bea Tump, we ae going o decimae Tumpism."
1176849847346966530,2019-09-25 13:24:03,Ou message o he billionaie class: you canno have i all. We will ax exeme wealh and inves in woking people. hps://.co/8QOLeve6Sg
1176842183019782144,2019-09-25 12:53:35,"RT @ninaune: Oooooooweee, New Hampshie, I am on my way. This ime Im ollin w/he incedible @DDooleyMD baby! We will  you soon. If¶"
1176833316814839808,2019-09-25 12:18:21,"Kaise Pemanene made $5.2 billion in pofis in he fis half of 2019 and paid is CEO $16 million in 2017, ye keeps aising aes and ousoucing wokes. I sand wih @KPThive wokes geing eady o sike. hps://.co/FiYLH7s1H"
1176665271576256512,2019-09-25 01:10:36,RT @AiRabinHav: Chicago eaches ae voing on whehe o go on sike. Wha do we do on @BenieSandes campaign? Join hem! hps://.co¶
1176661405333884928,2019-09-25 00:55:15,"The Ciy of Chicago mus si down wih @CTULocal1, bagain in good faih and wok ou a conac ha is fai and jus. I'm poud o sand wih Chicago eaches oday: hps://.co/T8T7aMzPw7"
1176660085101268992,2019-09-25 00:50:00,We ae no going o le a handful of agi-business copoaions desoy family fames and pollue ou envionmen. hps://.co/lxFchn7cQK
1176648760534949888,2019-09-25 00:05:00,Billionaies should no be able o conol ou poliical sysem.
1176642934969643008,2019-09-24 23:41:51,"I's Naional Voe Regisaion Day, so make sue you and you fiends and family egise o voe a hps://.co/xC4cxiKlhA. Togehe, we ae going o ceae he viban democacy ou people deseve. hps://.co/k1nLTJAFGj"
1176628569948217344,2019-09-24 22:44:46,"If you ""can' affod"" o pay wokes a living wage, hen you can' affod o pay you CEOs ens of millions of dollas."
1176623239759630338,2019-09-24 22:23:35,"RT @RBReich: Wealh change since 1982:
Kochs, Walons, Mas: ¨ÜÔ6,000%
Median Ameican household: ¨Ô3%
We despeaely need a wealh ax ¶"
1176613968628129798,2019-09-24 21:46:45,"RT @UAW: As UAW membes coninue o sike fo a fai conac, communiies and eleced leades fom acoss he couny have come ou o sh¶"
1176597666496540672,2019-09-24 20:41:58,"Unlike Donald Tump, we believe in binging people ogehe, no dividing hem up. Tha is how we ae going o win. Join us live in Wes Libey, Iowa: hps://.co/zVZjV2ILwO"
1176574138129010688,2019-09-24 19:08:28,"Donald Tump is he mos coup pesiden in he moden hisoy of his couny.
Enough is enough.
I hope he Judiciay Commiee of he U.S. House will begin he impeachmen pocess. hps://.co/WHh62v5b"
1176554892363730944,2019-09-24 17:52:00,"We appea o have a pesiden who may have used funds designed o poec he secuiy of he Unied Saes as a means o gain poliical di on an opponen.
We need o begin he impeachmen pocess immediaely."
1176538031265865728,2019-09-24 16:45:00,"Clea you mind fo a momen and coun o 10.
In hose 10 seconds, Jeff Bezos made moe money han he median employee of Amazon makes in an enie yea.
We have a cisis of inequaliy. We'e going o addess i wih a wealh ax on he op 0.1%."
1176525448202711040,2019-09-24 15:55:00,A small handful of billionaies should no be able o accumulae moe money han hey could spend in 10 lifeimes while millions of Ameicans ae living in povey and dying because hey can' affod healh cae.
1176512865936826369,2019-09-24 15:05:00,"While woking Ameicans aion insulin and wok 2 o 3 jobs, he 1% saw is wealh incease by $21 illion in he las 30 yeas.
The poblem is no ha Ameicans aen' woking had enough o saving enough money.
The poblem is ha he whole sysem is igged agains hem."
1176504086855860224,2019-09-24 14:30:07,"If we make he op 0.1% pay hei fai shae in axes, hei qualiy of life would no change a all. Bu we would be able o inves in housing, child cae and healh cae and impove he lives of millions of woking people."
1176492974877945856,2019-09-24 13:45:58,Thee is no jusice when hee billionaies ae able o own moe wealh han he boom half of he enie couny.
1176485327336329216,2019-09-24 13:15:34,Thee should be no billionaies. We ae going o ax hei exeme wealh and inves in woking people. Read he plan: hps://.co/RJDLvX5H4c
1176481898685710337,2019-09-24 13:01:57,Billionaies should no exis. hps://.co/hgR6CeFvLa
1176307094624133122,2019-09-24 01:27:20,"RT @fighfo15: ""Beyond Disgaceful."" Tha's how Sen. @BenieSandes eaced when we shaed how lile we ge paid woking fas-food in Iow¶"
1176292520654852097,2019-09-24 00:29:26,"This is a ime o ake on poweful special ineess ha conol ou poliical and economic life. When we'e in he Whie House ha is exacly wha we ae going o do. Join ou ally live in Clinon, Iowa: hps://.co/l2BGDabcPd"
1176286292381970434,2019-09-24 00:04:41,"I akes 22 monhs, on aveage, fo Naive Ameican women o ean wha whie men make in a yea. No only will we ensue equal pay fo equal wok, bu we will also hono ibal ighs and incease fedeal invesmen o Naive communiies. #NaiveWomensEqualPay"
1176259345119662083,2019-09-23 22:17:36,"If you hink you don' know enough o un fo local office, us me, I know he Unied Saes Senae. You know enough."
1176256202633691136,2019-09-23 22:05:07,"We ae he songes campaign o defea he mos coup pesiden in ecen hisoy. We ae going o ansfom his couny ino one ha woks fo all people, no jus he op 1%. Join me now in Dubuque: hps://.co/qnobzUKNPQ"
1176240580399181827,2019-09-23 21:03:02,"I's unfounae bu no supising ha Bidens polling fim is helping diso Medicae fo All.
The uh: Medicae fo All means no pemiums, co-paymens o deducibles. I means eveyone excep he vey wealhy will be paying fa less han hey do now fo healh cae. hps://.co/mfJIa3ua43"
1176234448561606657,2019-09-23 20:38:40,"We have a climae cisis and Donald Tump spen all of 10 minues a he Unied Naions Climae Summi.
He and all leades who efuse o ake acion ae puing he plane a isk.
When we ae in he Whie House he ""empy wods"" sop and aggessive acion begins. hps://.co/yFWif7Ug64"
1176217492643094528,2019-09-23 19:31:17,"Evey yea 500,000 people go bankup fom medical bills.
Tha is no somehing ha can be fixed wih an incemenal appoach.
We need o pass Medicae fo All and end he disgace of insuance companies making a pofi off of suffeing."
1176207057936093186,2019-09-23 18:49:50,"RT @AiRabinHav: Is Monday AM, bu Nohwood, Iowa sill packed he house fo @BenieSandes hps://.co/FYpsbO3IRP"
1176198036181213184,2019-09-23 18:13:59,RT @iPhilSomehing: Young Black Voes In The Caolinas Say They Like Wha Benie Sandes Is Saying Abou Racial Jusice hps://.co/hTEKG¶
1176195618668048385,2019-09-23 18:04:22,Donald Tump will have nealy unlimied money fom billionaies and he op 1%. We have somehing fa moe poweful  î a million gassoos donos who ae eady o ake on he billionaie class. And we'e going o win. Join us live in Iowa: hps://.co/0gnZyykI6
1176177404567609344,2019-09-23 16:52:00,"We mus and we will emove he pofi moive fom assessing Ameicans' cediwohiness.
Ou plan: esablish a public egisy o end acial biases in cedi scoes and ensue hose wih medical deb ae no penalized fo he cime of geing sick. hps://.co/suv8IF5JU"
1176165325609418752,2019-09-23 16:04:00,"The invenos of insulin sold he paen fo $1.
A vial coss abou $5 o make.
Ye people wih diabees ae dying because dug copoaions chage as much as $540 pe vial in he Unied Saes.
Tha level of geed is ciminal. I will end when we ae in he Whie House."
1176158105605828608,2019-09-23 15:35:18,"We ae he songes campaign o defea Donald Tump and ansfom his couny because we ae building an unpecedened gassoos movemen. Join ou ally live in Nohwood, Iowa: hps://.co/hSURmReDHg"
1176153758310555648,2019-09-23 15:18:02,"Fank Esposio has healh insuance.
He was ushed o he hospial fo back sugey.
The bill: $650,000 because his insuance company deemed i ""wasn' medically necessay.
We will pass Medicae fo All and sop insuance CEOs fom geing ich off ou suffeing. hps://.co/Gp9q8Sb7DE"
1175934453874491393,2019-09-23 00:46:36,"I sand wih he Comanche and all Naive Ameicans in he suggle o poec hei eay and soveeign ighs, advance adiional ways of life, and impove he qualiy of life fo Naive communiies. hps://.co/edFqfOwmqN"
1175902593605877761,2019-09-22 22:40:00,"Solving he climae cisis will no be easy. We have o ake on he immense powe of he fossil fuel indusy. Bu we have a woldwide movemen of young people on ou side, and we'e going o win. hps://.co/z47mvmbQV"
1175900938126671874,2019-09-22 22:33:25,RT @GayGumbach: Many hands go up when Sen. @BenieSandes asks how many people know someone aesed fo he possession of maijuana. Und¶
1175888500786368512,2019-09-22 21:44:00,A million people have donaed o ou campaign and no a single one of hem is a billionaie. I hink ha says a lo abou he kind of movemen we ae building.
1175869878273753088,2019-09-22 20:30:00,"Ou plan fo educaion:
Ö Make public colleges, univesiies and ade schools uiion-fee and deb-fee
Ö Cancel suden deb
Ö Inves in HBCUs and minoiy-seving insiuions
Ö End equiy gaps in highe educaion aainmen
Ö Tax Wall See speculaion o pay fo i"
1175867410215104512,2019-09-22 20:20:11,"If we can bail ou Wall See we can bail ou he middle class by making public colleges, univesiies and ade schools deb-fee and canceling suden deb. Join us a he Univesiy of Oklahoma! hps://.co/Wx1mCk1f2J"
1175848487302258688,2019-09-22 19:05:00,I don' hink i's adical o say ha you should no have o declae bankupcy o lose you house because you go cance.
1175848132661391360,2019-09-22 19:03:35,"RT @weingaen: Medical deb is a huge poblem. Tha's why nuses, including @minuses have fough o lowe deb and have paid off he deb¶"
1175834645981736962,2019-09-22 18:10:00,We need naional en conol.
1175830697816264705,2019-09-22 17:54:18,"RT @CaaKoe: Teas in he eyes of many a @BenieSandes medical deb own hall in Des Mones. As aendees ell hei soies abou ICUs,¶"
1175820804929609729,2019-09-22 17:15:00,Today 45 million people ae weighed down by ouageous suden deb. We efuse o accep ha as nomal. We ae going o cancel all of i.
1175807607992459265,2019-09-22 16:22:33,RT @YoBenCohen: No one should be afaid o go o he doco because hey hink heyll go boke. No one should leave he hospial bankup.¶
1175807003425431552,2019-09-22 16:20:09,I will be damned if I do no leave behind a plane ha is healhy and habiable fo ou kids and gandkids.
1175788089773629440,2019-09-22 15:05:00,"McDonald's made $6 billion in pofis las yea and paid is CEO $22 million. I damn well can affod o pay is wokes a living wage. We will ake on geedy copoaions and aise wages fo wokes acoss his couny.
hps://.co/fCZgAGN3mz"
1175775506463154178,2019-09-22 14:15:00,Cancel suden deb. All of i. hps://.co/ulskzDH57N
1175764925760909313,2019-09-22 13:32:57,"When Donald Tump says silen in he face of eligious pesecuion, epession and bualiy, he dangeous message his sends o auocaic leades aound he wold is: Go ahead, you can ge away wih i. hps://.co/H4jKDadFz8"
1175559080485826565,2019-09-21 23:55:00,"The ciminalizaion of maijuana has been a disase fo communiies of colo.
We will legalize maijuana, expunge pas convicions and inves evenue fom legal maijuana back ino hose communiies. hps://.co/x7xzw1Eu4"
1175546698128605185,2019-09-21 23:05:48,Medical deb does no exis in ohe majo counies. When I am pesiden i won' exis in he U.S. eihe. hps://.co/xowKNHgK1
1175538691416064001,2019-09-21 22:33:59,"Thee is no feedom wihou economic secuiy. When we ae in he Whie House, we will guaanee all of ou people he igh o a decen-paying job, a secue eiemen, a good educaion, affodable housing, a clean envionmen and qualiy healh cae. Jo hps://.co/H47CCVQLEb"
1175534571028455424,2019-09-21 22:17:36,My fiend @KilleMike is igh. We ae no going o wai any longe fo jusice and basic ighs. The ime fo a poliical evoluion is now. hps://.co/vFTxyoR9j2
1175519866809389057,2019-09-21 21:19:11,"We have a coup ciminal jusice sysem whee if you'e a kid caugh selling maijuana, you go o jail, bu if you'e a fossil fuel CEO who knowingly desoys he plane and hams housands of people, nohing happens o you. Tha's a sysem I inend o change."
1175489222465245184,2019-09-21 19:17:24,"When you house is on fie, you don' woy abou he cos of calling he fie depamen.
I's ime o do he same wih healh cae. We will pass Medicae fo All so no one will be afaid o call an ambulance due o he cos."
1175477986054803456,2019-09-21 18:32:45,"RT @aise: Thee ae los of kinds of deb ha ae immoal, exploiaive and deeply unjus (and seveal pesidenial candidaes ae ad¶"
1175451016747266048,2019-09-21 16:45:35,"This is an emegency: medical deb is uining lives acoss he couny. We ae going o eliminae i. #EliminaeMedicalDeb
Conen waning: suicide hps://.co/5EHsdJbVZe"
1175437860801044484,2019-09-21 15:53:19,Geing sick is no a cime. #EliminaeMedicalDeb
1175433160798195714,2019-09-21 15:34:38,"RT @anna_bah: Nina Dang was billed $20,243 by he Zuckebeg SF Geneal Hospial afe a bicycle acciden. I's ime o #EliminaeMedicalD¶"
1175429439255195649,2019-09-21 15:19:51,Hee is my pomise: when we ae in he Whie House we will figh o make sue ha no one in Ameica goes bankup because hey go sick. We will #EliminaeMedicalDeb. And we have a plan o do ha. hps://.co/pA5nDYz3aF
1175420882262614016,2019-09-21 14:45:51,"RT @GunnelsWaen: The U.S is he only majo couny on eah whee you can lose you house, ca o have you wages ganished because you c¶"
1175418191906054147,2019-09-21 14:35:09,Eliminae medical deb.
1175413936637775872,2019-09-21 14:18:15,"In he Unied Saes of Ameica, he wealhies couny in he hisoy of he wold, one illness o disease should no uin a familys financial life and fuue. #EliminaeMedicalDeb"
1175411279059722240,2019-09-21 14:07:41,#EliminaeMedicalDeb hps://.co/d1bvul7nA
1175411189821526017,2019-09-21 14:07:20,RT @belensisaw: Going o he doco should neve be he eason anyone in ou couny should be in deb. Ou healh and lives ae piceless.¶
1175410535682183168,2019-09-21 14:04:44,"RT @Rouell3: Ove 400,000 Iowans have pas due medical deb. Is ime o lif hem of ha buden and #eliminaemedicaldeb 
hps://.co¶"
1175408668751335425,2019-09-21 13:57:19,"RT @People4Benie: We shouldn' have o use gofundme o help ou fiends and neighbos ge ou fom unde medical deb, when we ae in he¶"
1175408464371355648,2019-09-21 13:56:30,We'e going o #EliminaeMedicalDeb. How would ha change you life?
1175408400768876544,2019-09-21 13:56:15,"RT @oh_eyelean: When my aun go beas cance, ha should have been he only concen. No paying fo he $95k bill ha came afe he fi¶"
1175408255914430464,2019-09-21 13:55:40,"RT @yleevansokay: The medical bills fo my daughe's bih and NICU say oaled ove $100k, and hey sill follow me o his day. 
Tim¶"
1175407358593380352,2019-09-21 13:52:06,"RT @BNeidhad: Medical deb should no exis. 
Hee is @BenieSandes' plan o #EliminaeMedicalDeb, new his moning:
hps://.co/yzm0¶"
1175407051352301569,2019-09-21 13:50:53,"RT @he_vello: Nealy half of Ameicans fea a majo medical even could lead o hei bankupcy.
Tha is unaccepable.
 Unde Benies¶"
1175406632068689921,2019-09-21 13:49:13,The lages shae of medical deb is held by 27-yea-olds who lose access o hei paens insuance afe age 26. We'e going o #EliminaeMedicalDeb and give people back hei fuue.
1175402875670945793,2019-09-21 13:34:18,#EliminaeMedicalDeb hps://.co/3J2AXlFNVz
1175401114063319040,2019-09-21 13:27:18,"We asked people o ell us hei mos absud medical bill. The esponses wee unbelievable. 
We have go o end he disgace of medical bills uining lives. 
We will pass Medicae fo All and #EliminaeMedicalDeb. hps://.co/OBe5he8NZ8"
1175398556959686656,2019-09-21 13:17:08,"One in six Ameicans has medical deb.
When you ge sick, you should focus on geing bee î no dealing wih deb collecos.
We will eliminae all pas-due medical deb in Ameica. #EliminaeMedicalDeb"
1175396168618172416,2019-09-21 13:07:39,79 million Ameicans ae budened by medical deb fo he cime of geing sick. Wee going o eliminae all pas-due medical deb. #EliminaeMedicalDeb hps://.co/J8vjSLbTQ0
1175184109766926341,2019-09-20 23:05:00,Two yeas ago Huicane Maia made landfall in Pueo Rico. The climae cisis is only going o make disases wose. We need a Geen New Deal in ode o build he fuue he Pueo Rican people deseve. hps://.co/1ASIvXUpPs
1175182642469359616,2019-09-20 22:59:10,I sand wih he membes of @CWAUnion allying oday in Califonia o o ensue ha @FonieCop values hei wokes. Fonie mus keep hei pomises and uphold union conacs. hps://.co/5sujNqJxxw
1175178467618349056,2019-09-20 22:42:35,This is a ime o ake on poweful special ineess ha conol ou poliical and economic life. When we'e in he Whie House ha is exacly wha we ae going o do. Join ou ally live in Souh Caolina: hps://.co/hMFJuo26ze
1175177263895187460,2019-09-20 22:37:48,Im poud o be he candidae fo anyone who believes healh cae mus be guaaneed as a igh fo all. hps://.co/8RJYWJh5
1175171778328416256,2019-09-20 22:16:00,"No ohe campaign has eve eached 1 million individual donos as quickly as ousîbecause he Ameican people ae eady fo a poliical evoluion ha defeas Tump, akes on he billionaie class and ceaes a couny ha woks fo all of us. hps://.co/54IqTEkx"
1175164292313878535,2019-09-20 21:46:15,"Ou campaign has 1 million donosîand no a single one of hem ae billionaies.
Mos common age: 29
Mos common employes: Walma, Sabucks, Amazon
Mos common occupaion: Teache
This is a campaign buil by he woking class. #NoMeUs"
1175150082922078210,2019-09-20 20:49:47,"RT @UAW: As wokes wee on he picke lines Monday nigh, GM decided o eminae insuance coveage fo housands of UAW membes and hei¶"
1175147126684299264,2019-09-20 20:38:02,I sand in solidaiy wih all of he @NaionalNuses ou on sike oday. They ae siking so ha we all can eceive he cae and eamen we deseve. Thei figh is ou figh. hps://.co/NSKVnQgm
